,region,year,sex,status,percentage
466,Kainuu,2001,male,"Employed, as % of total population",35.6
467,Kainuu,2001,male,"Students, as % of total population",8.2
468,Kainuu,2002,combined,"Employed, as % of total population",34.6
469,Kainuu,2002,combined,"Students, as % of total population",8.6
470,Kainuu,2002,female,"Employed, as % of total population",33.7
471,Kainuu,2002,female,"Students, as % of total population",8.8
472,Kainuu,2002,male,"Employed, as % of total population",35.5
473,Kainuu,2002,male,"Students, as % of total population",8.4
474,Kainuu,2003,combined,"Employed, as % of total population",35.3
475,Kainuu,2003,combined,"Students, as % of total population",8.6
476,Kainuu,2003,female,"Employed, as % of total population",34.3
477,Kainuu,2003,female,"Students, as % of total population",8.8
478,Kainuu,2003,male,"Employed, as % of total population",36.4
479,Kainuu,2003,male,"Students, as % of total population",8.3
480,Kainuu,2004,combined,"Employed, as % of total population",35.7
481,Kainuu,2004,combined,"Students, as % of total population",8.2
482,Kainuu,2004,female,"Employed, as % of total population",34.5
483,Kainuu,2004,female,"Students, as % of total population",8.3
484,Kainuu,2004,male,"Employed, as % of total population",37.0
485,Kainuu,2004,male,"Students, as % of total population",8.0
486,Kainuu,2005,combined,"Employed, as % of total population",35.5
487,Kainuu,2005,combined,"Students, as % of total population",8.6
488,Kainuu,2005,female,"Employed, as % of total population",34.5
489,Kainuu,2005,female,"Students, as % of total population",8.5
490,Kainuu,2005,male,"Employed, as % of total population",36.5
491,Kainuu,2005,male,"Students, as % of total population",8.7
492,Kainuu,2006,combined,"Employed, as % of total population",36.5
493,Kainuu,2006,combined,"Students, as % of total population",8.3
494,Kainuu,2006,female,"Employed, as % of total population",35.3
495,Kainuu,2006,female,"Students, as % of total population",8.3
496,Kainuu,2006,male,"Employed, as % of total population",37.6
497,Kainuu,2006,male,"Students, as % of total population",8.3
498,Kainuu,2007,combined,"Employed, as % of total population",37.6
499,Kainuu,2007,combined,"Students, as % of total population",8.3
500,Kainuu,2007,female,"Employed, as % of total population",36.0
501,Kainuu,2007,female,"Students, as % of total population",8.3
502,Kainuu,2007,male,"Employed, as % of total population",39.2
503,Kainuu,2007,male,"Students, as % of total population",8.3
504,Kainuu,2008,combined,"Employed, as % of total population",37.4
505,Kainuu,2008,combined,"Students, as % of total population",8.0
506,Kainuu,2008,female,"Employed, as % of total population",36.9
507,Kainuu,2008,female,"Students, as % of total population",8.0
508,Kainuu,2008,male,"Employed, as % of total population",37.9
509,Kainuu,2008,male,"Students, as % of total population",8.0
510,Kainuu,2009,combined,"Employed, as % of total population",36.8
511,Kainuu,2009,combined,"Students, as % of total population",8.1
512,Kainuu,2009,female,"Employed, as % of total population",37.0
513,Kainuu,2009,female,"Students, as % of total population",8.0
514,Kainuu,2009,male,"Employed, as % of total population",36.5
515,Kainuu,2009,male,"Students, as % of total population",8.2
516,Kainuu,2010,combined,"Employed, as % of total population",37.6
517,Kainuu,2010,combined,"Students, as % of total population",7.9
518,Kainuu,2010,female,"Employed, as % of total population",37.3
519,Kainuu,2010,female,"Students, as % of total population",7.9
520,Kainuu,2010,male,"Employed, as % of total population",37.8
521,Kainuu,2010,male,"Students, as % of total population",8.0
522,Kainuu,2011,combined,"Employed, as % of total population",38.1
523,Kainuu,2011,combined,"Students, as % of total population",7.7
524,Kainuu,2011,female,"Employed, as % of total population",37.8
525,Kainuu,2011,female,"Students, as % of total population",7.6
526,Kainuu,2011,male,"Employed, as % of total population",38.5
527,Kainuu,2011,male,"Students, as % of total population",7.7
528,Kainuu,2012,combined,"Employed, as % of total population",37.7
529,Kainuu,2012,combined,"Students, as % of total population",7.4
530,Kainuu,2012,female,"Employed, as % of total population",37.8
531,Kainuu,2012,female,"Students, as % of total population",7.3
532,Kainuu,2012,male,"Employed, as % of total population",37.7
533,Kainuu,2012,male,"Students, as % of total population",7.5
534,Kainuu,2013,combined,"Employed, as % of total population",36.4
535,Kainuu,2013,combined,"Students, as % of total population",7.0
536,Kainuu,2013,female,"Employed, as % of total population",36.9
537,Kainuu,2013,female,"Students, as % of total population",6.9
538,Kainuu,2013,male,"Employed, as % of total population",35.8
539,Kainuu,2013,male,"Students, as % of total population",7.0
540,Kainuu,2014,combined,"Employed, as % of total population",35.9
541,Kainuu,2014,combined,"Students, as % of total population",6.8
542,Kainuu,2014,female,"Employed, as % of total population",36.7
543,Kainuu,2014,female,"Students, as % of total population",6.7
544,Kainuu,2014,male,"Employed, as % of total population",35.0
545,Kainuu,2014,male,"Students, as % of total population",6.9
546,Kainuu,2015,combined,"Employed, as % of total population",36.0
547,Kainuu,2015,combined,"Students, as % of total population",6.7
548,Kainuu,2015,female,"Employed, as % of total population",36.5
549,Kainuu,2015,female,"Students, as % of total population",6.6
550,Kainuu,2015,male,"Employed, as % of total population",35.5
551,Kainuu,2015,male,"Students, as % of total population",6.8
552,Kainuu,2016,combined,"Employed, as % of total population",36.8
553,Kainuu,2016,combined,"Students, as % of total population",6.6
554,Kainuu,2016,female,"Employed, as % of total population",36.9
555,Kainuu,2016,female,"Students, as % of total population",6.5
556,Kainuu,2016,male,"Employed, as % of total population",36.7
557,Kainuu,2016,male,"Students, as % of total population",6.7
558,Kainuu,2017,combined,"Employed, as % of total population",37.0
559,Kainuu,2017,combined,"Students, as % of total population",6.5
560,Kainuu,2017,female,"Employed, as % of total population",37.1
561,Kainuu,2017,female,"Students, as % of total population",6.3
562,Kainuu,2017,male,"Employed, as % of total population",36.8
563,Kainuu,2017,male,"Students, as % of total population",6.8
564,Kainuu,2018,combined,"Employed, as % of total population",38.1
565,Kainuu,2018,combined,"Students, as % of total population",6.2
566,Kainuu,2018,female,"Employed, as % of total population",38.1
567,Kainuu,2018,female,"Students, as % of total population",6.0
568,Kainuu,2018,male,"Employed, as % of total population",38.1
569,Kainuu,2018,male,"Students, as % of total population",6.5
570,Kainuu,2019,combined,"Employed, as % of total population",37.8
571,Kainuu,2019,combined,"Students, as % of total population",6.2
572,Kainuu,2019,female,"Employed, as % of total population",38.1
573,Kainuu,2019,female,"Students, as % of total population",5.9
574,Kainuu,2019,male,"Employed, as % of total population",37.6
575,Kainuu,2019,male,"Students, as % of total population",6.6
576,Kainuu,2020,combined,"Employed, as % of total population",37.8
577,Kainuu,2020,combined,"Students, as % of total population",6.4
578,Kainuu,2020,female,"Employed, as % of total population",37.9
579,Kainuu,2020,female,"Students, as % of total population",6.1
580,Kainuu,2020,male,"Employed, as % of total population",37.7
581,Kainuu,2020,male,"Students, as % of total population",6.8
582,Kainuu,2021,combined,"Employed, as % of total population",38.4
583,Kainuu,2021,combined,"Students, as % of total population",6.4
584,Kainuu,2021,female,"Employed, as % of total population",38.4
585,Kainuu,2021,female,"Students, as % of total population",5.9
586,Kainuu,2021,male,"Employed, as % of total population",38.4
587,Kainuu,2021,male,"Students, as % of total population",6.8
588,Kainuu,2022,combined,"Employed, as % of total population",38.6
589,Kainuu,2022,combined,"Students, as % of total population",6.3
590,Kainuu,2022,female,"Employed, as % of total population",38.6
591,Kainuu,2022,female,"Students, as % of total population",6.0
592,Kainuu,2022,male,"Employed, as % of total population",38.7
593,Kainuu,2022,male,"Students, as % of total population",6.7
594,Kanta-Häme,1990,combined,"Employed, as % of total population",46.8
595,Kanta-Häme,1990,combined,"Students, as % of total population",6.1
596,Kanta-Häme,1990,female,"Employed, as % of total population",43.4
597,Kanta-Häme,1990,female,"Students, as % of total population",6.3
598,Kanta-Häme,1990,male,"Employed, as % of total population",50.4
599,Kanta-Häme,1990,male,"Students, as % of total population",5.9
600,Kanta-Häme,1991,combined,"Employed, as % of total population",43.3
601,Kanta-Häme,1991,combined,"Students, as % of total population",6.6
602,Kanta-Häme,1991,female,"Employed, as % of total population",41.1
603,Kanta-Häme,1991,female,"Students, as % of total population",6.8
604,Kanta-Häme,1991,male,"Employed, as % of total population",45.6
605,Kanta-Häme,1991,male,"Students, as % of total population",6.4
606,Kanta-Häme,1992,combined,"Employed, as % of total population",39.6
607,Kanta-Häme,1992,combined,"Students, as % of total population",6.9
608,Kanta-Häme,1992,female,"Employed, as % of total population",37.9
609,Kanta-Häme,1992,female,"Students, as % of total population",7.1
610,Kanta-Häme,1992,male,"Employed, as % of total population",41.4
611,Kanta-Häme,1992,male,"Students, as % of total population",6.7
612,Kanta-Häme,1993,combined,"Employed, as % of total population",36.7
613,Kanta-Häme,1993,combined,"Students, as % of total population",7.7
614,Kanta-Häme,1993,female,"Employed, as % of total population",34.9
615,Kanta-Häme,1993,female,"Students, as % of total population",8.0
616,Kanta-Häme,1993,male,"Employed, as % of total population",38.6
